City,Country,Temperature,Humidity,Cloudiness,Windspeed,Latitude,Longitude,Date
Parakou,BJ,71.76,93,96,4.56,9.3372,2.6303,1626131215
Inhambane,MZ,65.39,82,0,9.42,-23.865,35.3833,1626131215
Krasnosel'kup,RU,42.46,68,42,5.55,65.7,82.4667,1626131215
Ponta Delgada,PT,66.92,82,20,8.05,37.7333,-25.6667,1626131078
Fālākāta,IN,79.81,85,76,2.8,26.5208,89.2055,1626131216
Mount Isa,AU,60.57,33,63,0.0,-20.7333,139.5,1626131216
Bollnäs,SE,55.38,98,87,1.74,61.3482,16.3946,1626131217
Tomatlán,MX,87.66,66,99,7.36,19.9333,-105.25,1626131217
Atlantic Beach,US,86.27,77,40,1.01,30.3344,-81.3987,1626131073
Ancud,CL,46.22,76,83,4.34,-41.8697,-73.8203,1626131217
Shingū,JP,76.19,68,4,0.89,33.7333,135.9833,1626131218
Alyangula,AU,75.38,65,83,13.24,-13.8483,136.4192,1626131218
Biak,ID,76.3,85,97,7.27,-0.9131,122.8766,1626131218
Hamilton,US,83.95,73,40,1.01,39.1834,-84.5333,1626131219
Correntina,BR,70.97,39,4,4.07,-13.3433,-44.6367,1626131219
Doha,QA,93.18,55,0,1.14,25.2867,51.5333,1626131219
Mnogovershinnyy,RU,66.45,81,100,2.35,53.9353,139.9242,1626131219
San Ramon,US,91.83,46,20,3.0,37.7799,-121.978,1626130920
Kununurra,AU,58.98,82,57,0.0,-15.7667,128.7333,1626131220
Palmerston,AU,76.93,58,52,6.91,-12.486,130.9833,1626131220
Sembakung,ID,74.44,98,89,2.08,3.8167,117.25,1626131221
Naze,JP,79.34,82,100,6.04,28.3667,129.4833,1626131221
Grand-Santi,GF,73.63,98,96,2.08,4.25,-54.3833,1626131222
Teeli,RU,56.73,76,18,1.39,51.0333,90.2333,1626131222
Quatre Cocos,MU,67.08,65,22,15.82,-20.2078,57.7625,1626131222
Rockingham,US,71.87,87,88,5.19,42.9668,-71.0995,1626131223
Beringovskiy,RU,60.33,63,65,5.75,63.05,179.3167,1626131223
Stokmarknes,NO,58.5,87,59,7.11,68.5646,14.9108,1626131223
Qui Nhon,VN,78.48,87,72,4.32,13.7667,109.2333,1626131224
Geraldton,AU,61.21,82,90,21.85,-28.7667,114.6,1626131224
Bereda,ES,56.95,96,27,1.28,43.2686,-7.5406,1626131224
Ampanihy,MG,64.58,55,0,7.4,-24.7,44.75,1626131225
Chubbuck,US,97.47,6,1,5.01,42.9208,-112.4661,1626131126
Aljezur,PT,62.06,74,0,16.71,37.3191,-8.8033,1626131225
Kinsale,IE,58.37,88,75,16.11,51.7075,-8.5306,1626131225
Channel-Port aux Basques,CA,56.25,83,0,10.29,47.5702,-59.1367,1626131226
Yuancheng,CN,76.44,47,0,2.13,36.652,107.7896,1626131226
Henties Bay,NA,54.86,81,0,14.74,-22.116,14.2845,1626131223
Killybegs,IE,57.45,93,12,4.99,54.6333,-8.45,1626131226
Xiuyan,CN,73.6,97,100,14.36,40.2928,123.2744,1626131227
Salamanca,ES,54.0,66,4,6.91,40.8333,-6.0,1626131227
Salalah,OM,80.69,89,90,8.05,17.0151,54.0924,1626131143
Bowen,AU,65.14,85,56,10.38,-20.0167,148.2333,1626131227
Catazaja,MX,82.58,77,94,5.84,17.725,-92.0167,1626131228
Altay,CN,56.97,72,5,3.67,47.8667,88.1167,1626131228
Laas,IT,70.54,96,88,5.44,46.6166,10.7002,1626131228
Surenavan,AM,81.21,44,4,4.21,39.75,44.8,1626131228
Spydeberg,NO,60.03,84,79,1.97,59.6171,11.0856,1626131229
Tessalit,ML,96.49,9,5,6.17,20.1986,1.0114,1626131229
Carballo,ES,60.87,90,38,3.13,43.213,-8.691,1626131229
Pemba,MZ,73.89,81,13,9.75,-12.974,40.5178,1626131230
Ust-Tsilma,RU,44.01,80,3,2.55,65.441,52.1498,1626131230
Sirte,LY,79.23,74,0,8.72,31.2089,16.5887,1626131230
Westport,US,78.06,89,90,1.01,41.1415,-73.3579,1626131231
Whitehaven,GB,65.17,93,100,8.93,54.549,-3.5841,1626131231
Dzhebariki-Khaya,RU,64.0,57,89,2.21,62.2167,135.8,1626131231
Hervey Bay,AU,61.02,89,5,4.0,-25.2986,152.8535,1626131232
Lavrentiya,RU,48.49,85,83,7.81,65.5833,-171.0,1626131232
Castle Douglas,GB,58.33,93,80,3.94,54.9409,-3.9278,1626131232
Muleba,TZ,69.24,62,42,6.26,-1.8397,31.6544,1626131233
San-Pédro,CI,76.01,83,9,8.12,4.7485,-6.6363,1626131233
Qaqortoq,GL,48.7,88,98,4.83,60.7167,-46.0333,1626131233
Qinhuangdao,CN,74.77,97,100,9.84,39.9317,119.5883,1626131233
Gilgit,PK,76.59,67,25,3.31,35.9221,74.3087,1626131234
Bemidji,US,84.18,37,1,12.66,47.4736,-94.8803,1626131234
Colares,PT,64.29,73,0,11.99,38.7992,-9.4469,1626131234
Kostomuksha,RU,58.23,71,25,4.99,64.571,30.5767,1626131235
Marquette,US,77.77,59,16,6.93,46.5333,-87.6335,1626131060
Bila,BA,66.94,64,0,3.87,43.7825,16.9253,1626131235
Nakhon Phanom,TH,76.64,89,65,4.68,17.3333,104.4167,1626131235
Anloga,GH,77.34,83,28,10.69,5.7947,0.8973,1626131236
Saint-François,FR,57.47,95,90,3.44,46.4154,3.9054,1626131236
Yangi Marg`ilon,UZ,74.62,73,99,6.55,40.4272,71.7189,1626131236
Shizukuishi,JP,72.37,92,65,2.17,39.6833,140.9833,1626131237
Gori,GE,67.32,91,74,0.58,41.9842,44.1158,1626131237
Ampére,BR,60.94,69,7,3.51,-25.915,-53.4728,1626131237
Mareeba,AU,70.48,83,41,4.18,-17.0,145.4333,1626131229
Tolaga Bay,NZ,51.04,84,100,21.25,-38.3667,178.3,1626131237
Calvinia,ZA,36.09,94,99,19.75,-31.4707,19.776,1626131238
Orchard Homes,US,95.14,19,1,1.01,46.8633,-114.0484,1626131238
Raudeberg,NO,59.67,91,91,7.34,61.9875,5.1352,1626131238
Dukat,RU,53.31,86,100,5.7,62.55,155.55,1626131239
Morganton,US,85.23,69,1,3.0,35.7454,-81.6848,1626131239
Puerto Peñasco,MX,87.91,72,64,15.99,31.3167,-113.5333,1626131239
Muroto-misakicho,JP,77.41,80,10,6.22,33.2833,134.15,1626131239
Payakumbuh,ID,69.58,99,100,2.35,-0.2202,100.6308,1626131240
Cloquet,US,80.13,45,1,4.61,46.7216,-92.4594,1626131240
Broken Hill,AU,51.46,59,97,5.82,-31.95,141.4333,1626131240
Valley City,US,88.79,45,20,10.36,46.9233,-98.0032,1626131041
Biltine,TD,80.44,57,73,20.8,14.5333,20.9167,1626131241
Alofi,NU,78.69,83,75,13.8,-19.0595,-169.9187,1626131241
San Vicente,AR,58.86,70,45,2.51,-26.6167,-54.1333,1626131241
Ucluelet,CA,93.04,76,22,1.99,48.9329,-125.5528,1626131242
San Antero,CO,81.93,85,60,8.55,9.3741,-75.7589,1626131242
Leer,SS,71.55,90,99,3.0,8.3018,30.1418,1626131242
Ambovombe,MG,65.98,79,0,6.89,-25.1667,46.0833,1626131239
Amazar,RU,60.1,99,100,3.4,53.858,120.875,1626131243
Tabou,CI,76.15,79,43,9.98,4.423,-7.3528,1626131243
Coahuayana Viejo,MX,90.88,67,88,4.12,18.7333,-103.6833,1626131243
Khalīlābād,IN,83.3,79,19,5.55,26.775,83.0736,1626131244
Coyhaique,CL,40.95,81,75,5.75,-45.5752,-72.0662,1626131095
Xai-Xai,MZ,63.37,62,0,11.97,-25.0519,33.6442,1626131244
Santa Cruz de la Sierra,BO,79.95,47,0,9.66,-17.8,-63.1667,1626131016
Avera,US,83.08,80,67,6.85,33.194,-82.5271,1626131154
Ust-Kuyga,RU,57.06,51,27,3.15,70.0167,135.6,1626131245
Muros,ES,62.24,84,68,6.35,42.7762,-9.0603,1626131245
Ichchāpuram,IN,80.53,86,100,1.3,19.1167,84.7,1626131245
Ciudad del Carmen,MX,84.24,74,75,12.66,18.6333,-91.8333,1626131245
Gangākher,IN,77.7,83,80,9.24,18.95,76.75,1626131246
Kédougou,SN,74.84,95,100,4.81,12.5579,-12.1743,1626131246
Pitimbu,BR,73.99,81,56,11.68,-7.4706,-34.8086,1626131246
Fallon,US,109.18,10,46,23.04,39.4735,-118.7774,1626131247
Hanyang,CN,73.9,94,77,1.88,32.1371,105.5126,1626131247
Skjervøy,NO,53.64,85,43,8.1,70.0311,20.9714,1626131247
Palana,RU,48.61,97,100,7.67,59.1167,159.9667,1626131248
Koboko,UG,62.78,91,91,4.38,3.4136,30.9599,1626131248
Kayerkan,RU,36.21,83,100,8.01,69.3497,87.7602,1626131248
Buala,SB,82.62,78,97,8.88,-8.145,159.5921,1626131249
Kaniama,CD,63.34,33,20,4.38,-7.5667,24.1833,1626131249
Nassau,US,79.68,87,90,3.0,40.7507,-73.5829,1626131190
Smirnykh,RU,75.27,72,15,1.57,49.75,142.8333,1626131249
Zhezkazgan,KZ,65.43,55,87,9.86,47.8043,67.7144,1626131250
Gaza,PS,80.58,82,0,4.12,31.5,34.4667,1626131250
Morgan City,US,87.04,74,1,5.75,29.6994,-91.2068,1626131250
Myanaung,MM,74.98,96,51,4.32,18.2833,95.3167,1626131250
Amapá,BR,72.68,95,57,2.42,1.0,-52.0,1626131251
Wajir,KE,75.31,65,59,17.76,1.7471,40.0573,1626131251
Waddān,LY,78.35,57,0,9.69,29.1614,16.139,1626131251
Kalur Kot,PK,84.88,61,100,8.99,32.1564,71.2594,1626131252
Altamont,US,97.77,17,1,7.0,42.2068,-121.7372,1626131131
Kieta,PG,80.69,80,99,5.75,-6.2167,155.6333,1626131252
Camopi,GF,72.72,97,94,2.44,3.1655,-52.3158,1626131252
Nuuk,GL,47.88,81,59,8.05,64.1835,-51.7216,1626131253
Kralendijk,BQ,80.46,87,84,26.46,12.15,-68.2667,1626131253
Umba,RU,54.63,89,81,4.36,66.6871,34.3429,1626131253
Hobyo,SO,76.95,84,79,29.53,5.3505,48.5268,1626131216
Honiara,SB,84.29,71,74,6.98,-9.4333,159.95,1626131254
Olafsvik,IS,50.81,88,99,13.0,64.8945,-23.7142,1626131254
Engel's,RU,66.36,79,0,7.0,51.5,46.1167,1626131254
Três Lagoas,BR,72.34,29,1,3.02,-20.7511,-51.6783,1626131031
Jiutai,CN,77.11,85,100,6.29,44.1525,125.8328,1626131255
Comodoro Rivadavia,AR,49.86,50,0,13.8,-45.8667,-67.5,1626131255
Praia da Vitória,PT,68.76,80,64,14.43,38.7333,-27.0667,1626131255
Sicamous,CA,98.11,21,6,3.24,50.8331,-118.9856,1626131255
Palauig,PH,83.3,72,100,2.19,15.435,119.9045,1626131256
Gizo Government Station,SB,82.24,76,96,4.81,-8.103,156.8419,1626131256
Kutum,SD,73.27,61,44,14.09,14.2,24.6667,1626131256
Mayor Pablo Lagerenza,PY,78.94,27,27,6.15,-19.9309,-60.7718,1626131257
Caçu,BR,69.19,31,0,4.81,-18.5567,-51.1308,1626131257
Garden City,US,74.14,88,90,4.61,42.3256,-83.331,1626131257
Kamenka,RU,60.6,73,0,7.36,51.3223,42.7678,1626131257
Tabuleiro do Norte,BR,83.93,50,94,11.14,-5.2467,-38.1306,1626131258
Dunedin,NZ,45.09,77,100,4.25,-45.8742,170.5036,1626131258
Lázaro Cárdenas,MX,83.64,76,100,5.55,17.9583,-102.2,1626131161
Garwolin,PL,69.46,86,84,2.19,51.8975,21.6147,1626131258
Alexandria,EG,78.37,67,0,8.81,31.2156,29.9553,1626131259
Meulaboh,ID,75.27,87,92,3.11,4.1363,96.1285,1626131259
Port Hedland,AU,66.25,100,90,0.0,-20.3167,118.5667,1626131259
Coquimbo,CL,56.93,76,90,5.75,-29.9533,-71.3436,1626131260
Alice Springs,AU,65.75,20,63,14.97,-23.7,133.8833,1626131138
Örnsköldsvik,SE,58.15,94,92,2.3,63.2909,18.7153,1626131260
Vadsø,NO,54.48,83,100,14.61,70.0744,29.7487,1626131260
Solano,US,102.16,42,1,24.16,38.2333,-121.9511,1626131260
Kloulklubed,PW,82.9,73,100,8.97,7.0419,134.2556,1626131261
Banes,CU,81.21,81,34,16.35,20.9625,-75.7186,1626131261
Paratinga,BR,76.26,33,2,4.03,-12.6906,-43.1842,1626131262
Tazovsky,RU,39.06,73,100,10.4,67.4667,78.7,1626131262
Broome,US,77.85,87,90,1.01,42.2506,-75.833,1626131262
Erzin,TR,79.52,79,0,0.85,36.9559,36.2,1626131262
Vila,PT,51.33,80,59,3.33,42.0304,-8.1588,1626131263
Lashio,MM,66.96,100,77,1.43,22.9333,97.75,1626131263
Orange Cove,US,113.63,21,1,5.75,36.6244,-119.3137,1626131264
Östersund,SE,65.61,68,0,8.05,63.1792,14.6357,1626131264
Abu Dhabi,AE,93.31,75,0,6.91,24.4667,54.3667,1626131264
Barguzin,RU,62.37,66,13,2.42,53.6167,109.6167,1626131264
Oistins,BB,82.49,74,40,18.41,13.0667,-59.5333,1626131265
Marystown,CA,53.64,82,32,18.72,47.1666,-55.1483,1626131181
Manacapuru,BR,81.18,85,97,4.21,-3.2997,-60.6206,1626131265
Steinbach am Taunus,DE,68.99,92,20,2.3,50.1667,8.5667,1626131265
Djougou,BJ,73.83,85,89,4.76,9.7085,1.666,1626131266
Marzuq,YE,79.65,51,100,10.51,14.4,46.4667,1626131266
Jamkhed,IN,74.8,89,93,12.39,18.7362,75.3121,1626131266
Golyshmanovo,RU,49.5,89,97,16.71,56.3979,68.3728,1626131267
Katobu,ID,74.91,90,65,3.27,-4.9408,122.5276,1626131267
West Bay,KY,87.87,72,20,4.0,19.3667,-81.4167,1626131267
Iwanai,JP,75.97,72,27,2.35,42.9744,140.5089,1626131267
Lavaca,US,89.92,71,1,11.5,28.615,-96.6261,1626131268
Kiama,AU,60.58,76,3,1.01,-34.6833,150.8667,1626131268
Aden,YE,88.45,60,100,15.64,12.7794,45.0367,1626131087
San Fernando del Valle de Catamarca,AR,66.49,62,85,2.98,-28.4696,-65.7852,1626131268
Byron Bay,AU,63.05,76,4,2.39,-28.65,153.6167,1626131269
Empório,GR,69.84,51,29,1.81,40.4833,21.55,1626131269
Labytnangi,RU,38.89,81,24,2.01,66.6572,66.4183,1626131269
Urucará,BR,79.63,73,100,1.63,-2.5364,-57.76,1626131270
Lompoc,US,86.02,71,1,13.8,34.6391,-120.4579,1626131047
Mindelo,CV,72.0,79,54,13.58,16.8901,-24.9804,1626131270
Powell,US,82.56,84,75,1.99,40.1578,-83.0752,1626131001
Horní Planá,CZ,63.3,62,41,3.78,48.7674,14.0326,1626131271
Bairiki Village,KI,86.0,70,20,10.36,1.3292,172.9752,1626131271
Lagoa,PT,67.19,74,14,18.68,39.05,-27.9833,1626130987
Gravdal,NO,56.73,87,99,15.32,68.1214,13.5031,1626130990
Abu Samrah,SY,76.46,57,0,9.06,35.3029,37.1841,1626131272
Lamu,KE,75.42,84,45,14.23,-2.2717,40.902,1626131272
Sarangani,PH,82.35,74,93,10.04,5.4033,125.4636,1626131272
Yertsevo,RU,63.21,74,16,4.85,60.7966,40.086,1626131273
Rawson,AR,48.76,47,1,9.69,-43.3002,-65.1023,1626131247
High Prairie,CA,78.48,32,31,4.99,55.4334,-116.4858,1626131273
Popondetta,PG,82.72,67,55,0.69,-8.7537,148.2534,1626131273
Tilichiki,RU,60.94,65,2,4.68,60.4667,166.1,1626131274
Kanalia,GR,75.02,46,3,2.62,39.5,22.8833,1626131274
Calabozo,VE,81.39,71,94,3.18,8.9242,-67.4293,1626131274
Port Hardy,CA,62.89,68,17,12.62,50.6996,-127.4199,1626131274
Haldībāri,IN,81.54,84,90,1.48,26.3333,88.7667,1626131275
Plettenberg Bay,ZA,49.3,73,87,24.18,-34.0527,23.3716,1626131275
Fomboni,KM,77.02,72,0,10.58,-12.28,43.7425,1626131275
Castelo do Piauí,BR,85.73,37,67,10.51,-5.3222,-41.5525,1626131276
Sergeevka,KZ,51.03,96,100,20.85,53.88,67.4158,1626131276
Santa Isabel,BR,65.66,82,0,0.85,-23.3156,-46.2214,1626131276
Northam,GB,61.66,95,20,12.55,51.0333,-4.2167,1626131277
Zhetysay,KZ,71.98,24,1,7.02,40.7333,68.3,1626131277
Syracuse,IT,80.62,61,0,6.71,37.0881,15.2792,1626131277
Dombarovskiy,RU,60.57,54,37,7.94,50.7587,59.5386,1626131278
Korla,CN,77.22,28,72,9.22,41.7597,86.1469,1626131278
Marondera,ZW,49.33,82,8,6.76,-18.1853,31.5519,1626131278
North Battleford,CA,80.42,26,45,13.27,52.7834,-108.2847,1626131278
San Andrés,CO,82.42,83,75,10.36,12.5847,-81.7006,1626131279
Makakilo City,US,86.32,54,75,8.05,21.3469,-158.0858,1626131279
Ekhabi,RU,63.01,92,100,5.55,53.5102,142.9671,1626131279
Swan Hill,AU,51.06,81,98,6.44,-35.3378,143.5544,1626131280
Sisimiut,GL,45.16,64,0,4.07,66.9395,-53.6735,1626131280
Burnie,AU,49.71,89,47,2.01,-41.0667,145.9167,1626131280
Khovd,MN,59.13,53,55,5.39,48.0056,91.6419,1626131280
Gīdam,IN,74.89,92,93,0.78,18.9833,81.4,1626131281
Manado,ID,77.77,94,20,1.14,1.487,124.8455,1626131281
Barra de Tecoanapa,MX,85.3,68,24,6.98,16.5167,-98.75,1626131281
Dhidhdhoo,MV,81.68,79,100,15.95,6.8833,73.1,1626131282
San Luis,AR,54.73,70,3,10.69,-33.295,-66.3356,1626130990
Tambura,SS,68.36,98,95,4.18,5.6,27.4667,1626131282
Aldan,RU,56.05,90,100,1.5,58.6031,125.3894,1626131282
West Wendover,US,101.41,11,1,4.61,40.7391,-114.0733,1626131283
Venice,US,81.99,87,40,6.91,27.0998,-82.4543,1626131011
Athabasca,CA,80.51,29,14,10.47,54.7169,-113.2854,1626131283
Ambon City,ID,77.14,94,40,2.3,-3.6954,128.1814,1626131283
Port-Gentil,GA,75.72,83,85,15.77,-0.7193,8.7815,1626131284
Pochutla,MX,87.82,72,68,3.91,15.7432,-96.4661,1626131284
Iskateley,RU,37.94,90,4,3.04,67.6803,53.1512,1626131284
Arrondissement de Lannion,FR,58.68,100,75,6.91,48.75,-3.4167,1626131284
Tigzirt,DZ,83.89,43,60,12.53,36.8886,4.1198,1626131285
Ratne,UA,71.1,68,76,7.0,51.6683,24.5303,1626131285
Pokrovskoye,RU,79.81,52,30,9.01,47.4157,38.8971,1626131285
Kasli,RU,49.53,83,3,4.72,55.8909,60.7616,1626131286
Radenci,SI,72.28,88,0,4.59,46.642,16.0378,1626131286
Sistranda,NO,58.96,92,42,6.2,63.7256,8.834,1626131286
Rzhaksa,RU,59.97,74,0,6.49,52.1338,42.0264,1626131286
Cravinhos,BR,66.92,36,18,4.29,-21.3403,-47.7294,1626131287
Varzob,TJ,73.13,43,70,4.68,38.7737,68.8178,1626131287
Watertown,US,69.19,94,90,1.01,42.3709,-71.1828,1626131287
Kumluca,TR,81.52,54,0,2.98,36.3703,30.2869,1626131288
Arrondissement de Mende,FR,44.08,96,94,6.8,44.6667,3.5,1626131004
Maridi,SS,66.33,96,91,4.43,4.9158,29.4742,1626131288
Mount Gambier,AU,49.91,100,90,10.36,-37.8333,140.7667,1626131230
Bontang,ID,76.3,91,100,5.21,0.1333,117.5,1626131288
Tura,IN,74.1,97,94,5.75,25.5198,90.2201,1626131289
Opuwo,NA,54.79,41,3,5.73,-18.0607,13.84,1626131289
Rupert,US,96.75,17,1,4.61,42.6191,-113.6772,1626131289
Chapais,CA,77.63,33,0,2.82,49.7834,-74.8492,1626131290
Panguna,PG,73.44,83,96,2.37,-6.3164,155.4848,1626131290
Kaufungen,DE,65.44,82,86,1.39,51.2811,9.6186,1626131290
Pangoa,PE,72.95,72,75,1.88,-12.1167,-73.0,1626131290
Zongolica,MX,70.66,93,93,4.45,18.6667,-96.9833,1626131291
Omboué,GA,72.99,83,43,7.85,-1.5746,9.2618,1626131291
Nhulunbuy,AU,79.41,69,40,12.66,-12.2333,136.7667,1626131291
Birjand,IR,76.62,27,0,7.18,32.8663,59.2211,1626131292
Corrientes,AR,72.99,71,42,1.99,-27.4806,-58.8341,1626131292
Wanaka,NZ,35.11,99,37,1.34,-44.7,169.15,1626131292
Shelburne,CA,74.26,75,98,6.17,44.0787,-80.2041,1626131292
Yārāda,IN,80.92,100,75,2.3,17.65,83.2667,1626131209
Redcar,GB,61.36,86,100,7.76,54.6166,-1.06,1626131293
Anaconda,US,88.95,9,0,6.38,46.1285,-112.9423,1626131293
Hacienda Heights,US,105.89,54,1,5.01,33.9931,-117.9687,1626131293
Hot Springs,US,86.72,55,1,4.0,34.5037,-93.0552,1626131294
Muravlenko,RU,42.55,71,21,8.3,63.7898,74.523,1626131294
Soe,ID,62.85,72,6,4.29,-9.8607,124.284,1626131294
Kruszwica,PL,67.08,88,70,6.64,52.6756,18.3313,1626131295
Bindura,ZW,56.01,62,96,2.01,-17.3019,31.3306,1626131295
Mae Sai,TH,72.45,99,37,0.45,20.4335,99.8762,1626131295
Velizh,RU,67.28,90,33,2.1,55.6056,31.1967,1626131296
Grajaú,BR,83.89,38,24,3.58,-5.8194,-46.1386,1626131296
Zhangaözen,KZ,79.29,38,0,12.77,43.3,52.8,1626131296
Ballina,AU,56.79,78,3,4.03,-28.8667,153.5667,1626131297
Umluj,SA,86.11,56,1,9.78,25.0213,37.2685,1626131297
Kristianstad,SE,65.95,87,14,1.01,56.0313,14.1524,1626131297
São Borja,BR,64.08,60,69,5.55,-28.6606,-56.0044,1626131034
Gushikawa,JP,83.79,85,1,5.75,26.3544,127.8686,1626131298
